text_id,domain,source,start_date,end_date,fact,source_file,source_url,url_status
36a65990041f2804,Agriculture,report,2018-11-30,2018-11-30,"The market activity is seasonally slow to moderate, and retail demand is light to moderate.",,,missing
ec1cc3705e46652b,Agriculture,report,2018-11-30,2018-11-30,Whole broiler/fryer prices are steady to instances firm with heavier sizes strongest. Offerings of all sizes are light to moderate.,,,missing
09a8f66491b4ee30,Agriculture,report,2018-12-03,2018-12-03,"The whole broiler/fryer prices are steady to instances firm, with heavier sizes strongest.",,,missing
0da870aa2e21546c,Agriculture,report,2018-12-03,2018-12-03,"The whole broiler/fryer prices are steady to instances firm, with heavier sizes strongest, and offerings of all sizes are light to moderate.",,,missing
17e5012e17a3ad24,Agriculture,report,2018-12-03,2018-12-03,"The current broiler market is seasonally slow to moderate, with whole broiler/fryer prices steady to firm, and offerings of all sizes light to moderate.",,,missing
835c81c14bab02fd,Agriculture,report,2018-12-03,2018-12-03,"The whole broiler/fryer prices are steady to instances firm with heavier sizes strongest, and retail and food service demand is light to moderate.",,,missing
8e3e3f520a466696,Agriculture,report,2018-12-03,2018-12-03,"The current broiler market is seasonally slow to moderate, with whole broiler/fryer prices steady to firm, and retail and food service demand light to moderate.",,,missing
871e56f93c276e07,Agriculture,report,2018-12-04,2018-12-04,"The whole broiler/fryer prices are generally steady, with heavier sizes reflecting a strong undertone. Retail and food service demand is light to moderate.",,,missing
93124735f3c4d5b0,Agriculture,report,2018-12-04,2018-12-04,"The current broiler/fryer market is seasonally slow to moderate, with whole broiler/fryer prices generally steady and heavier sizes reflecting a strong undertone.",,,missing
97924afc885b0554,Agriculture,report,2018-12-04,2018-12-04,"The whole broiler/fryer prices are generally steady, with heavier sizes reflecting a strong undertone.",,,missing
fffd429f46920c38,Agriculture,report,2018-12-04,2018-12-04,"Whole broiler/fryer prices are generally steady, with heavier sizes reflecting a strong undertone. Retail and food service demand is light to moderate.",,,missing
8603d54ae709b01d,Agriculture,report,2018-12-06,2018-12-06,Whole broiler/fryer prices are steady with a firm undertone.,,,missing
ea0a2a2cd7664273,Agriculture,report,2018-12-06,2018-12-06,"Whole broiler/fryer prices are steady with a firm undertone, and retail demand is light to moderate.",,,missing
72ca0c459b068521,Agriculture,report,2018-12-07,2018-12-07,"The whole broiler/fryer prices are generally steady, and retail and food service demand is light to moderate.",,,missing
962fe3dc9718c951,Agriculture,report,2018-12-07,2018-12-07,"The whole broiler/fryer prices are generally steady, and retail demand is light to moderate.",,,missing
ad526b3294553597,Agriculture,report,2018-12-07,2018-12-07,"The national broiler market is steady, with sufficient offerings for current trade needs, and light to moderate retail and food service demand.",,,missing
d0506588beafa6cb,Agriculture,report,2018-12-07,2018-12-07,"Whole broiler/fryer prices are generally steady, and offerings are sufficient for current trade needs. Retail and food service demand is light to moderate.",,,missing
49529a7dd6dc7028,Agriculture,report,2018-12-03,2018-12-08,"Objective Facts:** * The national whole broiler/fryer prices are steady to weak, with offerings in a full range but mostly moderate for trade needs. * The estimated U.S. slaughter for the period was 163.5 million head, or 4.7 million less than estimated available. * The dressing percentage adjustments reflect a quarterly update. * The year-to-date totals reflect comparable time periods. **",,,missing
4aec3961ffad203e,Agriculture,report,2018-12-03,2018-12-08,"Monthly Composite Weighted Average: 657 (This Week), 585 (Last Week), 951 (Last Year)",,,missing
882d8dc4fb7bdde0,Agriculture,report,2018-12-03,2018-12-08,"Objective facts about the Monthly Retail broiler Composite situation** * The National Composite Weighted Average price for whole broiler/fryer is steady to weak. * The estimated number of fryers available for marketing is 168.2 million head, with an estimated U.S. slaughter of 163.5 million head. * The Monthly Composite Weighted Average price for whole broiler/fryer is around 94-95 cents per pound. **",,,missing
9a1d89bc6ab63850,Agriculture,report,2018-12-03,2018-12-08,"Objective facts about the Monthly Retail broiler Composite situation** The report provides data on broiler market trends, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite. **",,,missing
b93be51563ee76a0,Agriculture,report,2018-12-02,2018-12-08,"Objective facts about the Monthly Retail Broiler Composite situation** * The current week's weighted average price for the Monthly Retail Broiler Composite is 94.98 cents per pound in the Eastern region, 79.01 cents per pound in the Central region, and 92.08 cents per pound in the Western region. * The 3-year average for the Monthly Retail Broiler Composite is 98.90 cents per pound. **",,,missing
afe0fa9988c5a05e,Agriculture,report,2018-12-10,2018-12-10,"The National Composite Weighted Average for 12/07/18 is 86.57 compared to 87.20 a week earlier, and 85.68 a year ago.",,,missing
be47e4b1f29a71a9,Agriculture,report,2018-12-10,2018-12-10,"The National Composite Weighted Average for 12/07/18 is 86.57, compared to 87.20 a week earlier, and 85.68 a year ago.",,,missing
c1fcc5725c8d06cd,Agriculture,report,2018-12-11,2018-12-11,Whole broiler/fryer prices are generally steady. Retail and food service demand is light to good.,,,missing
c9cc0d8757d96b16,Agriculture,report,2018-12-11,2018-12-11,"The current national broiler market is characterized by steady whole broiler/fryer prices, light to moderate supplies, and light to good retail and food service demand.",,,missing
c6c7812e536d932e,Agriculture,report,2018-12-12,2018-12-12,"The current whole broiler/fryer prices are generally steady, and retail and food service demand is light to good.",,,missing
e886374860830fc7,Agriculture,report,2018-12-12,2018-12-12,"The whole broiler/fryer prices are generally steady, and retail demand is light to good.",,,missing
1ade641e8fc0b120,Agriculture,report,2018-12-13,2018-12-13,"The current broiler market is seasonally slow to moderate, with whole broiler/fryer prices steady and supplies of all sizes light to moderate.",,,missing
766af19ceaa4c815,Agriculture,report,2018-12-13,2018-12-13,The whole broiler/fryer prices are steady with some softness noted on larger birds. Supplies of all sizes are light to moderate. Retail and food service demand is light to good with best movement where holiday parties are a factor.,,,missing
a3c805b6d38b551e,Agriculture,report,2018-12-14,2018-12-14,"Whole broiler/fryer prices are mostly steady, and retail demand is light to instances good.",,,missing
004caa28ea3d2691,Agriculture,report,2018-12-10,2018-12-15,Objective facts about the Monthly Retail broiler Composite situation** * No direct information is provided about the Monthly Retail Broiler Composite in the report. **,,,missing
02ccd16e65900a76,Agriculture,report,2018-12-09,2018-12-15,Objective Facts about the Monthly Retail Broiler Composite situation:** * No direct information about the Monthly Retail Broiler Composite is provided in the report. **,,,missing
287fb078c2dc0317,Agriculture,report,2018-12-10,2018-12-15,Objective facts about the Monthly Retail broiler Composite situation** * No direct information is provided about the Monthly Retail Broiler Composite in the given report. **,,,missing
66829ffb78e03040,Agriculture,report,2018-12-10,2018-12-15,"Monthly Retail broiler Composite situation: The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.",,,missing
e732e117668623b0,Agriculture,report,2018-12-10,2018-12-15,"The national whole broiler/fryer composite price is steady, with a weighted average price of 87.97 cents per pound in the Eastern Region, 78.91 cents per pound in the Central Region, and 93.17 cents per pound in the Western Region.",,,missing
f64f7013011f2a69,Agriculture,report,2018-12-17,2018-12-17,"The National Composite Weighted Average for 12/14/18 is 86.11 compared to 86.57 a week earlier, and 86.68 a year ago.",,,missing
a972874a0c02e646,Agriculture,report,2018-12-18,2018-12-18,"The whole broiler/fryer prices are mostly steady, and offerings of all sizes are light to moderate.",,,missing
ac785152a7691083,Agriculture,report,2018-12-18,2018-12-18,"The whole broiler/fryer prices are mostly steady, and offerings of all sizes are light to moderate. Retail and food service demand is light to good.",,,missing
4eba6d0696374e6f,Agriculture,report,2018-12-19,2018-12-19,The whole broiler/fryer prices are generally steady with mixed undertones on larger sized birds.,,,missing
737f42d8bc190c10,Agriculture,report,2018-12-19,2018-12-19,The whole broiler/fryer prices are generally steady with mixed undertones on larger sized birds. Supplies of all sizes are light to moderate. Retail and food service demand is light to moderate.,,,missing
160f414f212f0a35,Agriculture,report,2018-12-20,2018-12-20,"The whole broiler/fryer prices are generally steady to heavier on larger sized birds, and supplies of all sizes are light to moderate.",,,missing
609f7dd78160de32,Agriculture,report,2018-12-20,2018-12-20,"The national broiler market is steady to heavier on larger sized birds, with light to moderate supplies of all sizes. Retail and food service demand is light to moderate, sometimes good.",,,missing
0b10463105594d4f,Agriculture,report,2018-12-21,2018-12-21,"The whole broiler/fryer prices are firm to higher, and retail and food service demand is moderate to good. Floor stocks are adequate for current needs.",,,missing
32d77e633af458d8,Agriculture,report,2018-12-21,2018-12-21,"Whole broiler/fryer prices are firm to higher, and retail demand is moderate to good.",,,missing
6397c4764a26bf2a,Agriculture,report,2018-12-21,2018-12-21,"The whole broiler/fryer prices are firm to higher, and retail and food service demand is moderate to good.",,,missing
057421b130744c1b,Agriculture,report,2018-12-17,2018-12-22,** Objective facts about the Monthly Retail broiler Composite situation: * The national whole broiler/fryer prices are mostly steady. * Supplies of all sizes are light to moderate. * Retail and food service demand is light to instances good. * Floor stocks are generally balanced. * Market activity is seasonally slow to moderate. **,,,missing
5a9bc658f54fd839,Agriculture,report,2018-12-17,2018-12-22,"Objective facts about the Monthly Retail broiler Composite situation:** The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can indirectly affect the retail market. **",,,missing
e62743b6f8e13a49,Agriculture,report,2018-12-17,2018-12-22,"The National Whole Broiler/Fryer prices are mostly steady, with Eastern Region prices at 88.00 cents per pound, Central Region prices at 78.78 cents per pound, and Western Region prices at 92.24 cents per pound.",,,missing
e7a1243552dae926,Agriculture,report,2018-12-16,2018-12-22,"The national whole broiler/fryer prices are mostly steady, with supplies of all sizes being light to moderate.",,,missing
2116bb580de529fa,Agriculture,report,2018-12-26,2018-12-26,"Whole broiler/fryer prices are firm with early negotiations trending higher for next week, indicating a potential increase in retail prices. Retail and food service demand is moderate to good.",,,missing
a329fbbb09671820,Agriculture,report,2018-12-26,2018-12-26,The whole broiler/fryer prices are firm with early negotiations trending higher for next week.,,,missing
3507ca4300848c79,Agriculture,report,2018-12-27,2018-12-27,The whole broiler/fryer prices are firm with early negotiations trending higher for next week. Supplies of all sizes are available to satisfy trade needs. Retail and food service demand is mostly moderate.,,,missing
4db0c76151a07583,Agriculture,report,2018-12-27,2018-12-27,Whole broiler/fryer prices are firm with early negotiations trending higher for next week. Retail and food service demand is mostly moderate.,,,missing
152e15edd73ff7d0,Agriculture,report,2018-12-28,2018-12-28,"Whole broiler/fryer prices are firm going into the weekend, and retail demand is mostly moderate to good.",,,missing
49873cea29f0cd84,Agriculture,report,2018-12-28,2018-12-28,"The national broiler market is firm going into the weekend, with light supplies of all sizes and moderate to good retail and food service demand.",,,missing
df8fe738cc74d4c7,Agriculture,report,2018-12-28,2018-12-28,Whole broiler/fryer prices are firm going into the weekend. Retail and food service demand is mostly moderate to good.,,,missing
f1dceb7d1ccf202e,Agriculture,report,2018-12-28,2018-12-28,"Whole broiler/fryer prices are firm going into the weekend, and supplies of all sizes are light and held with confidence. Retail and food service demand is mostly moderate to good.",,,missing
1a4ff98abc28640c,Agriculture,report,2018-12-24,2018-12-29,"The national whole broiler/fryer prices are steady to weak, with light to moderate offerings and demand.",,,missing
2c7e99144b73a5e3,Agriculture,report,2018-12-24,2018-12-29,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides data on the national broiler market, including prices, slaughter estimates, and availability, which can be used as indicators for the retail market.",,,missing
3876184ce6850483,Agriculture,report,2018-12-24,2018-12-29,"Objective facts about the Monthly Retail Broiler Composite situation: The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the composite.",,,missing
4ed5181cb44386e4,Agriculture,report,2018-12-24,2018-12-29,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides data on wholesale prices, slaughter estimates, and availability of broilers, which can be used to infer trends in the retail market.",,,missing
b9bccf38f75e673d,Agriculture,report,2018-12-23,2018-12-29,"Objective facts about the Monthly Retail broiler Composite situation** * No direct information is provided about the Monthly Retail broiler Composite in the report. However, we can infer some trends from the broiler market data. **",,,missing
e72a31d90c0ffe64,Agriculture,report,2018-12-23,2018-12-29,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides data on the national broiler market, including prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.",,,missing
26f989b6738cac12,Agriculture,report,2018-12-31,2018-12-31,"The National Composite Weighted Average for 12/28/18 is 96.21, up 5.20 from the previous week and 6.41 from the same period last year.",,,missing
342492d8d761b796,Agriculture,report,2018-12-31,2018-12-31,"The National Composite Weighted Average for 12/28/18 is 96.21 compared to 91.01 a week earlier, and 89.80 a year ago.",,,missing
c5752ecdcc7b9b53,Agriculture,report,2018-12-31,2018-12-31,"The National Composite Weighted Average for 12/28/18 is 96.21, up 5.20 from the previous week and 6.41 from the previous year.",,,missing
2c6d9538231a3342,Agriculture,report,2019-01-02,2019-01-02,"The whole broiler/fryer prices are firm, and retail and food service demand is mostly moderate.",,,missing
3d7e0db27bb3f12d,Agriculture,report,2019-01-02,2019-01-02,"The current broiler market is characterized by firm whole broiler/fryer prices, light to moderate offerings, and moderate to active market activity.",,,missing
993df2707571110e,Agriculture,report,2019-01-03,2019-01-03,"Whole broiler/fryer prices are steady to firm, mostly firm, with demand into retail and food service channels being moderate. Floor stocks are light to instances heavier than desired.",,,missing
e4607ea10be19b86,Agriculture,report,2019-01-03,2019-01-03,"The whole broiler/fryer prices are steady to firm, mostly firm. Demand into retail and food service channels is in a full range, mostly moderate.",,,missing
c0520bcf854e636a,Agriculture,report,2019-01-04,2019-01-04,Whole broiler/fryer prices are steady to firm and very much higher entering the weekend.,,,missing
f15af9333bdb3639,Agriculture,report,2019-01-04,2019-01-04,Whole broiler/fryer prices are steady to firm and very much higher entering the weekend. Demand into retail and food service channels is in a full range.,,,missing
9011ea0b359645cf,Agriculture,report,2018-12-31,2019-01-05,"Objective Facts** * The National Composite Weighted Average price for whole broiler/fryer is 96.21 cents per pound (Source: USDA Broiler Market News Report). * The estimated number of broiler-fryers available for marketing is 156.1 million head (Source: USDA Broiler Market News Report). * The estimated U.S. slaughter for the period is 164.4 million head, or 8.3 million more than estimated available (Source: USDA Broiler Market News Report). **",,,missing
a1075093cc15878c,Agriculture,report,2018-12-30,2019-01-05,"Objective facts about the Monthly Retail broiler Composite situation** * The National Whole Broiler/Fryer prices are firm going into the weekend, with supplies of all sizes light and held with confidence. (Source) * The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 156.1 million head. (Source) * The estimated U.S. slaughter for this period was 164.4 million head, or 8.3 million more than estimated available. (Source) **",,,missing
75a2439553073a77,Agriculture,report,2019-01-07,2019-01-07,"The National Composite Weighted Average for 1/4/19 is 104.79, which is 8.58 higher than a week earlier and 9.79 higher than a year ago.",,,missing
9e56440d28463bdd,Agriculture,report,2019-01-07,2019-01-07,"The National Composite Weighted Average for 1/4/19 is 104.79 compared to 96.21 a week earlier, and 95.00 a year ago.",,,missing
4676dc03ddbf543f,Agriculture,report,2019-01-08,2019-01-08,"Whole broiler/fryer prices are steady to firm, and supplies are light to moderate. Retail and food service demand is light to good.",,,missing
5750ca556a6d733b,Agriculture,report,2019-01-08,2019-01-08,"The whole broiler/fryer prices are steady to firm, and retail and food service demand is light to good.",,,missing
e45662d544225a74,Agriculture,report,2019-01-08,2019-01-08,Whole broiler/fryer prices are steady to firm. Supplies are light to moderate. Retail and food service demand is light to good.,,,missing
f12903b0fc08b98a,Agriculture,report,2019-01-08,2019-01-08,"The current broiler market is characterized by steady to firm whole broiler/fryer prices, light to moderate supplies, and light to good retail and food service demand.",,,missing
e86b911a02ec8605,Agriculture,report,2019-01-09,2019-01-09,Whole broiler/fryer prices are mostly steady with a firm undertone. Supplies are light to moderate.,,,missing
f7e80f9b0b87043e,Agriculture,report,2019-01-09,2019-01-09,Whole broiler/fryer prices are mostly steady with a firm undertone. Supplies are light to moderate. Retail and food service demand is moderate.,,,missing
e8f77094d4432fe3,Agriculture,report,2019-01-10,2019-01-10,"The current broiler market is characterized by steady whole broiler/fryer prices, light to moderate offerings, and slow to moderate market activity.",,,missing
fcb2a340054f4d88,Agriculture,report,2019-01-10,2019-01-10,"Retail demand is in a full range, mostly light to moderate, but good where weekend needs were being filled.",,,missing
35221b823ff6c069,Agriculture,report,2019-01-11,2019-01-11,"Whole broiler/fryer prices are showing mixed undertones, mostly steady to weak. Retail demand is in a full range, mostly light to moderate.",,,missing
1e9b5574e5c6cd89,Agriculture,report,2019-01-07,2019-01-12,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides data on broiler prices, slaughter estimates, and availability, which can be used to make inferences about the retail market.",,,missing
d91e8e7823dd69c8,Agriculture,report,2019-01-06,2019-01-12,"Objective facts about the Monthly Retail Broiler Composite situation** * The National Composite Weighted Average for the week ending January 5, 2019, was 104.79 cents per pound. * The 5-Day Average for the week ending January 5, 2019, was 48.32 cents per pound. * The Monthly Composite Weighted Average for December 2018 was 89.75 cents per pound. **",,,missing
5671f7404ceb2dba,Agriculture,report,2019-01-14,2019-01-14,"The National Composite Weighted Average for 1/11/19 is 103.87 compared to 104.79 a week earlier, and 96.09 a year ago.",,,missing
84716888756d3f01,Agriculture,report,2019-01-15,2019-01-15,"The current market activity for broiler/fryer is slow to moderate, with whole broiler/fryer prices steady to instances weak. Retail and food service demand is light to moderate.",,,missing
fcbf8ca78e4cca12,Agriculture,report,2019-01-15,2019-01-15,Whole broiler/fryer prices are steady to instances weak. Supplies are adequate for current needs. Retail and food service demand is light to moderate.,,,missing
1a4f5d9967386043,Agriculture,report,2019-01-16,2019-01-16,"The current broiler/fryer market is steady to instances weak, with adequate supplies for current needs. Retail and food service demand is light to moderate.",,,missing
37fbc1611ab2f944,Agriculture,report,2019-01-16,2019-01-16,"The current market activity is slow to moderate, and retail and food service demand is light to moderate. Supplies are adequate for current needs, and floor stocks are generally in balance.",,,missing
03f3239140b131e5,Agriculture,report,2019-01-17,2019-01-17,"Whole broiler/fryer prices are steady to instances weak, and next week's negotiations are trending lower.",,,missing
a83c8b8c7e389028,Agriculture,report,2019-01-17,2019-01-17,"Whole broiler/fryer prices are steady to instances weak, and next week's negotiations are trending lower. Supplies are sufficient for current needs. Retail and food service demand is light to moderate.",,,missing
05f34e24f72c8134,Agriculture,report,2019-01-18,2019-01-18,"Whole broiler/fryer prices are steady to weak, and retail and food service demand is light to moderate.",,,missing
226cf406d3c4fe89,Agriculture,report,2019-01-14,2019-01-19,"Objective facts about the Monthly Retail Broiler Composite situation** * The Whole broiler/fryer prices are showing mixed undertones, mostly steady to weak. (Source) * The National Whole Broiler/Fryer Composite Weighted Average price is 103.87 cents per pound. (Source) * The Monthly Composite Weighted Average price for January 2019 is 104.79 cents per pound. (Source) **",,,missing
b6abff2d7e7eec45,Agriculture,report,2019-01-13,2019-01-19,"The national whole broiler/fryer prices are showing mixed undertones, mostly steady to weak, with offerings of all sizes light to moderate. Retail demand is in a full range, mostly light to moderate.",,,missing
6e0086e792d12803,Agriculture,report,2019-01-22,2019-01-22,"The current national broiler market is characterized by steady whole broiler/fryer prices, sufficient supplies, and light to moderate retail demand.",,,missing
e8c2cf235a153c57,Agriculture,report,2019-01-22,2019-01-22,"Whole broiler/fryer prices are steady at best, and retail demand is light to moderate.",,,missing
4b299c8aae952802,Agriculture,report,2019-01-23,2019-01-23,Objective facts about the Monthly Retail broiler Composite situation: Whole broiler/fryer prices are steady to weak.,,,missing
bc7e162b7db47a7b,Agriculture,report,2019-01-23,2019-01-23,"Whole broiler/fryer prices are steady to weak, with moderate to mostly moderate offerings and light to moderate retail and food service demand.",,,missing
84291b0a577eebb1,Agriculture,report,2019-01-24,2019-01-24,"Whole broiler/fryer prices are steady to weak and trending lower, with light to moderate offerings and light to moderate retail and food service demand.",,,missing
a8ec8f9ebe47132d,Agriculture,report,2019-01-24,2019-01-24,"The current whole broiler/fryer prices are steady to weak and trending lower, with light to moderate offerings and demand.",,,missing
3913733148537fed,Agriculture,report,2019-01-25,2019-01-25,"The whole broiler/fryer prices are steady to weak and trending lower going into the weekend, with light to moderate offerings and demand.",,,missing
d6a51cdf0e078e91,Agriculture,report,2019-01-25,2019-01-25,"The whole broiler/fryer prices are steady to weak and trending lower going into the weekend, with light to moderate offerings and demand. Floor stocks are adequate to instances heavier than desired.",,,missing
7333b88fd76ae034,Agriculture,report,2019-01-20,2019-01-26,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter, and production, which can be used to make predictions about the Monthly Retail broiler Composite.",,,missing
8f30b3bbc9d9c7bf,Agriculture,report,2019-01-21,2019-01-26,"Objective facts about the Monthly Retail broiler Composite situation: The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides information about the national broiler market, which can be used to make inferences about the retail market.",,,missing
6f781dba23289105,Agriculture,report,2019-01-28,2019-01-28,"The National Composite Weighted Average for 1/25/19 is 94.22 compared to 99.96 a week earlier, and 92.72 a year ago.",,,missing
58c72c76f8161e4f,Agriculture,report,2019-01-29,2019-01-29,"The whole broiler/fryer prices are generally steady to weak at the beginning of the week, with light to moderate offerings. Retail and food service demand is light to moderate, with some instances of good demand.",,,missing
6cf8f0df8742694f,Agriculture,report,2019-01-29,2019-01-29,"Whole broiler/fryer prices are generally steady to weak, with light to moderate offerings and demand. Floor stocks are balanced for current needs.",,,missing
6d5f7e5ec660bcd4,Agriculture,report,2019-01-29,2019-01-29,"The whole broiler/fryer prices are generally steady to weak, and retail and food service demand is light to moderate, some instances good.",,,missing
8a32a1ac6e8ecf53,Agriculture,report,2019-01-29,2019-01-29,"Whole broiler/fryer prices are generally steady to weak at the beginning of the week, and retail demand is light to moderate.",,,missing
cfcc5955fc6c99a7,Agriculture,report,2019-01-30,2019-01-30,"The whole broiler/fryer prices are generally steady to weak, with light to moderate offerings and demand. Retail and food service demand is light to moderate, with some instances good.",,,missing
d7d91cfcece1061e,Agriculture,report,2019-01-30,2019-01-30,"Whole broiler/fryer prices are generally steady to weak, and retail and food service demand is light to moderate.",,,missing
23abe109bc58628c,Agriculture,report,2019-01-31,2019-01-31,"The current broiler market is characterized by steady to weak whole broiler/fryer prices, light to moderate offerings, and light to moderate retail and food service demand.",,,missing
a87405eaab21801d,Agriculture,report,2019-01-31,2019-01-31,"Whole broiler/fryer prices are generally steady to weak, and retail and food service demand is light to moderate, with some instances good.",,,missing
39ab8521840f5ef8,Agriculture,report,2019-02-01,2019-02-01,"The whole broiler/fryer prices are generally steady to weak, and retail and food service demand is light to moderate.",,,missing
b7534bf6597ef6a3,Agriculture,report,2019-02-01,2019-02-01,"Objective facts about the Monthly Retail broiler Composite situation: The whole broiler/fryer prices are generally steady to weak, and retail demand is light to moderate.",,,missing
bc073b0beebafbb7,Agriculture,report,2019-02-01,2019-02-01,"Whole broiler/fryer prices are generally steady to weak, and retail demand is light to moderate.",,,missing
12d27155e3c7beed,Agriculture,report,2019-01-28,2019-02-02,Objective facts about the Monthly Retail broiler Composite situation** * No direct information about the Monthly Retail Broiler Composite is provided in the report. **,,,missing
833b305be806c74a,Agriculture,report,2019-01-27,2019-02-02,"Objective facts about the Monthly Retail Broiler Composite situation: The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make indirect predictions.",,,missing
b189e24dec76ae38,Agriculture,report,2019-02-04,2019-02-04,"The National Composite Weighted Average for 1/31/19 is 92.04 compared to 94.22 a week earlier, and 91.66 a year ago.",,,missing
214079357f3b1815,Agriculture,report,2019-02-05,2019-02-05,"The current broiler/fryer market is characterized by light to moderate supplies, light to moderate retail and food service demand, and balanced floor stocks.",,,missing
39ca2bdf06467d2b,Agriculture,report,2019-02-05,2019-02-05,"Whole broiler/fryer prices are generally steady, and retail demand is light to moderate.",,,missing
f6178e530d4cd36f,Agriculture,report,2019-02-05,2019-02-05,Whole broiler/fryer prices are generally steady. Supplies are light to moderate. Retail and food service demand is light to moderate.,,,missing
d4dedadd3758ce3f,Agriculture,report,2019-02-06,2019-02-06,"The current broiler market situation is characterized by light to moderate supplies, light to moderate retail demand, and moderate to good food service demand.",,,missing
ec991ec4fee56fb3,Agriculture,report,2019-02-07,2019-02-07,"Whole broiler/fryer prices are steady to firm, but mostly steady. Retail demand is in a full range, mostly light to moderate.",,,missing
bc34c4e81fc27d08,Agriculture,report,2019-02-08,2019-02-08,"Whole broiler/fryer prices are mostly steady, and retail demand is in a full range, mostly light to moderate.",,,missing
cf2d0b5367166a19,Agriculture,report,2019-02-08,2019-02-08,"The current retail demand for broilers is light to moderate, with some improvement expected for the weekend.",,,missing
15d4e6abe2a9908f,Agriculture,report,2019-02-03,2019-02-09,"The national broiler market is generally steady to weak, with light to moderate supplies and demand.",,,missing
2d5bf8ea2ebc6227,Agriculture,report,2019-02-04,2019-02-09,"The national whole broiler/fryer prices are generally steady to weak, with supplies light to moderate. Retail and food service demand is light to moderate.",,,missing
c61383f592d78a9c,Agriculture,report,2019-02-11,2019-02-11,"The National Composite Weighted Average for 2/8/19 is 91.16 compared to 92.04 a week earlier, and 90.63 a year ago.",,,missing
306992464a7ac942,Agriculture,report,2019-02-12,2019-02-12,"The current national broiler market has a steady to weak undertone, with whole broiler/fryer prices mostly steady. Retail demand is light to moderate, and floor stocks are sufficient for needs.",,,missing
74a39560399301b2,Agriculture,report,2019-02-12,2019-02-12,Whole broiler/fryer prices are mostly steady with a steady to weak undertone. Retail demand is light to moderate.,,,missing
0c416f368756cdf0,Agriculture,report,2019-02-13,2019-02-13,"Whole broiler/fryer prices are mostly steady with a softening undertone, and retail demand is light to moderate.",,,missing
